Date_UTC,SME
2022-05-27 23:59:00,891
2022-05-28 00:00:00,986
2022-05-28 00:01:00,984
2022-05-28 00:02:00,984
2022-05-28 00:03:00,974
2022-05-28 00:04:00,988
2022-05-28 00:05:00,990
2022-05-28 00:06:00,993
2022-05-28 00:07:00,1021
2022-05-28 00:08:00,1015
2022-05-28 00:09:00,1056
2022-05-28 00:10:00,1090
2022-05-28 00:11:00,1036
2022-05-28 00:12:00,1136
2022-05-28 00:13:00,1130
2022-05-28 00:14:00,1087
2022-05-28 00:15:00,1108
2022-05-28 00:16:00,1026
2022-05-28 00:17:00,1010
2022-05-28 00:18:00,963
2022-05-28 00:19:00,980
2022-05-28 00:20:00,1022
2022-05-28 00:21:00,1061
2022-05-28 00:22:00,1048
2022-05-28 00:23:00,1089
2022-05-28 00:24:00,1074
2022-05-28 00:25:00,1055
2022-05-28 00:26:00,1071
2022-05-28 00:27:00,1120
2022-05-28 00:28:00,1164
2022-05-28 00:29:00,1157
2022-05-28 00:30:00,1115
2022-05-28 00:31:00,1069
2022-05-28 00:32:00,1070
2022-05-28 00:33:00,1058
2022-05-28 00:34:00,1053
2022-05-28 00:35:00,1040
2022-05-28 00:36:00,962
2022-05-28 00:37:00,924
2022-05-28 00:38:00,883
2022-05-28 00:39:00,841
2022-05-28 00:40:00,829
2022-05-28 00:41:00,816
2022-05-28 00:42:00,766
2022-05-28 00:43:00,751
2022-05-28 00:44:00,810
2022-05-28 00:45:00,838
2022-05-28 00:46:00,875
2022-05-28 00:47:00,819
2022-05-28 00:48:00,806
2022-05-28 00:49:00,785
2022-05-28 00:50:00,756
2022-05-28 00:51:00,764
2022-05-28 00:52:00,781
2022-05-28 00:53:00,839
2022-05-28 00:54:00,839
2022-05-28 00:55:00,805
2022-05-28 00:56:00,809
2022-05-28 00:57:00,834
2022-05-28 00:58:00,804
2022-05-28 00:59:00,778
2022-05-28 01:00:00,795
2022-05-28 01:01:00,793
2022-05-28 01:02:00,762
2022-05-28 01:03:00,749
2022-05-28 01:04:00,749
2022-05-28 01:05:00,746
2022-05-28 01:06:00,743
2022-05-28 01:07:00,723
2022-05-28 01:08:00,728
2022-05-28 01:09:00,700
2022-05-28 01:10:00,663
2022-05-28 01:11:00,638
2022-05-28 01:12:00,617
2022-05-28 01:13:00,604
2022-05-28 01:14:00,592
2022-05-28 01:15:00,589
2022-05-28 01:16:00,577
2022-05-28 01:17:00,564
2022-05-28 01:18:00,556
2022-05-28 01:19:00,553
2022-05-28 01:20:00,569
2022-05-28 01:21:00,561
2022-05-28 01:22:00,559
2022-05-28 01:23:00,544
2022-05-28 01:24:00,528
2022-05-28 01:25:00,512
2022-05-28 01:26:00,498
2022-05-28 01:27:00,481
2022-05-28 01:28:00,468
2022-05-28 01:29:00,446
2022-05-28 01:30:00,434
2022-05-28 01:31:00,420
2022-05-28 01:32:00,406
2022-05-28 01:33:00,380
2022-05-28 01:34:00,378
2022-05-28 01:35:00,377
2022-05-28 01:36:00,381
2022-05-28 01:37:00,380
2022-05-28 01:38:00,378
2022-05-28 01:39:00,368
2022-05-28 01:40:00,361
2022-05-28 01:41:00,348
2022-05-28 01:42:00,337
2022-05-28 01:43:00,328
2022-05-28 01:44:00,318
2022-05-28 01:45:00,305
2022-05-28 01:46:00,297
2022-05-28 01:47:00,294
2022-05-28 01:48:00,289
2022-05-28 01:49:00,283
2022-05-28 01:50:00,283
2022-05-28 01:51:00,287
2022-05-28 01:52:00,290
2022-05-28 01:53:00,290
2022-05-28 01:54:00,288
2022-05-28 01:55:00,284
2022-05-28 01:56:00,271
2022-05-28 01:57:00,304
2022-05-28 01:58:00,305
2022-05-28 01:59:00,313
2022-05-28 02:00:00,333
2022-05-28 02:01:00,350
2022-05-28 02:02:00,352
2022-05-28 02:03:00,382
2022-05-28 02:04:00,395
2022-05-28 02:05:00,415
2022-05-28 02:06:00,423
2022-05-28 02:07:00,414
2022-05-28 02:08:00,417
2022-05-28 02:09:00,436
2022-05-28 02:10:00,473
2022-05-28 02:11:00,473
2022-05-28 02:12:00,466
2022-05-28 02:13:00,431
2022-05-28 02:14:00,432
2022-05-28 02:15:00,450
2022-05-28 02:16:00,481
2022-05-28 02:17:00,481
2022-05-28 02:18:00,456
2022-05-28 02:19:00,447
2022-05-28 02:20:00,449
2022-05-28 02:21:00,465
2022-05-28 02:22:00,484
2022-05-28 02:23:00,495
2022-05-28 02:24:00,518
2022-05-28 02:25:00,524
2022-05-28 02:26:00,519
2022-05-28 02:27:00,514
2022-05-28 02:28:00,529
2022-05-28 02:29:00,566
2022-05-28 02:30:00,609
2022-05-28 02:31:00,633
2022-05-28 02:32:00,611
2022-05-28 02:33:00,589
2022-05-28 02:34:00,577
2022-05-28 02:35:00,577
2022-05-28 02:36:00,587
2022-05-28 02:37:00,577
2022-05-28 02:38:00,595
2022-05-28 02:39:00,586
2022-05-28 02:40:00,594
2022-05-28 02:41:00,599
2022-05-28 02:42:00,601
2022-05-28 02:43:00,581
2022-05-28 02:44:00,573
2022-05-28 02:45:00,573
2022-05-28 02:46:00,574
2022-05-28 02:47:00,572
2022-05-28 02:48:00,583
2022-05-28 02:49:00,582
2022-05-28 02:50:00,584
2022-05-28 02:51:00,588
2022-05-28 02:52:00,579
2022-05-28 02:53:00,547
2022-05-28 02:54:00,528
2022-05-28 02:55:00,522
2022-05-28 02:56:00,521
2022-05-28 02:57:00,528
2022-05-28 02:58:00,536
2022-05-28 02:59:00,526
2022-05-28 03:00:00,523
2022-05-28 03:01:00,521
2022-05-28 03:02:00,495
2022-05-28 03:03:00,476
2022-05-28 03:04:00,480
2022-05-28 03:05:00,462
2022-05-28 03:06:00,460
2022-05-28 03:07:00,457
2022-05-28 03:08:00,465
2022-05-28 03:09:00,472
2022-05-28 03:10:00,478
2022-05-28 03:11:00,492
2022-05-28 03:12:00,479
2022-05-28 03:13:00,449
2022-05-28 03:14:00,452
2022-05-28 03:15:00,442
2022-05-28 03:16:00,450
2022-05-28 03:17:00,474
2022-05-28 03:18:00,468
2022-05-28 03:19:00,447
2022-05-28 03:20:00,424
2022-05-28 03:21:00,422
2022-05-28 03:22:00,433
2022-05-28 03:23:00,459
2022-05-28 03:24:00,481
2022-05-28 03:25:00,482
2022-05-28 03:26:00,484
2022-05-28 03:27:00,517
2022-05-28 03:28:00,503
2022-05-28 03:29:00,494
2022-05-28 03:30:00,505
2022-05-28 03:31:00,504
2022-05-28 03:32:00,503
2022-05-28 03:33:00,523
2022-05-28 03:34:00,546
2022-05-28 03:35:00,550
2022-05-28 03:36:00,531
2022-05-28 03:37:00,520
2022-05-28 03:38:00,622
2022-05-28 03:39:00,677
2022-05-28 03:40:00,633
2022-05-28 03:41:00,604
2022-05-28 03:42:00,636
2022-05-28 03:43:00,711
2022-05-28 03:44:00,690
2022-05-28 03:45:00,791
2022-05-28 03:46:00,817
2022-05-28 03:47:00,822
2022-05-28 03:48:00,881
2022-05-28 03:49:00,924
2022-05-28 03:50:00,945
2022-05-28 03:51:00,972
2022-05-28 03:52:00,1002
2022-05-28 03:53:00,961
2022-05-28 03:54:00,938
2022-05-28 03:55:00,963
2022-05-28 03:56:00,922
2022-05-28 03:57:00,981
2022-05-28 03:58:00,1066
2022-05-28 03:59:00,1029
2022-05-28 04:00:00,976
2022-05-28 04:01:00,970
2022-05-28 04:02:00,995
2022-05-28 04:03:00,1065
2022-05-28 04:04:00,1084
2022-05-28 04:05:00,1085
2022-05-28 04:06:00,1066
2022-05-28 04:07:00,1033
2022-05-28 04:08:00,973
2022-05-28 04:09:00,916
2022-05-28 04:10:00,884
2022-05-28 04:11:00,899
2022-05-28 04:12:00,910
2022-05-28 04:13:00,967
2022-05-28 04:14:00,1036
2022-05-28 04:15:00,1071
2022-05-28 04:16:00,1110
2022-05-28 04:17:00,1082
2022-05-28 04:18:00,1093
2022-05-28 04:19:00,1098
2022-05-28 04:20:00,1003
2022-05-28 04:21:00,1009
2022-05-28 04:22:00,952
2022-05-28 04:23:00,882
2022-05-28 04:24:00,887
2022-05-28 04:25:00,911
2022-05-28 04:26:00,933
2022-05-28 04:27:00,924
2022-05-28 04:28:00,923
2022-05-28 04:29:00,923
2022-05-28 04:30:00,904
2022-05-28 04:31:00,906
2022-05-28 04:32:00,885
2022-05-28 04:33:00,865
2022-05-28 04:34:00,833
2022-05-28 04:35:00,804
2022-05-28 04:36:00,798
2022-05-28 04:37:00,815
2022-05-28 04:38:00,818
2022-05-28 04:39:00,817
2022-05-28 04:40:00,828
2022-05-28 04:41:00,846
2022-05-28 04:42:00,839
2022-05-28 04:43:00,842
2022-05-28 04:44:00,826
2022-05-28 04:45:00,831
2022-05-28 04:46:00,859
2022-05-28 04:47:00,851
2022-05-28 04:48:00,847
2022-05-28 04:49:00,871
2022-05-28 04:50:00,838
2022-05-28 04:51:00,846
2022-05-28 04:52:00,894
2022-05-28 04:53:00,913
2022-05-28 04:54:00,943
2022-05-28 04:55:00,959
2022-05-28 04:56:00,984
2022-05-28 04:57:00,998
2022-05-28 04:58:00,1010
2022-05-28 04:59:00,1002
2022-05-28 05:00:00,985
2022-05-28 05:01:00,996
2022-05-28 05:02:00,979
2022-05-28 05:03:00,934
2022-05-28 05:04:00,912
2022-05-28 05:05:00,898
2022-05-28 05:06:00,916
2022-05-28 05:07:00,909
2022-05-28 05:08:00,887
2022-05-28 05:09:00,901
2022-05-28 05:10:00,901
2022-05-28 05:11:00,879
2022-05-28 05:12:00,861
2022-05-28 05:13:00,869
2022-05-28 05:14:00,882
2022-05-28 05:15:00,985
2022-05-28 05:16:00,957
2022-05-28 05:17:00,876
2022-05-28 05:18:00,816
2022-05-28 05:19:00,801
2022-05-28 05:20:00,826
2022-05-28 05:21:00,805
2022-05-28 05:22:00,790
2022-05-28 05:23:00,816
2022-05-28 05:24:00,877
2022-05-28 05:25:00,868
2022-05-28 05:26:00,890
2022-05-28 05:27:00,921
2022-05-28 05:28:00,908
2022-05-28 05:29:00,926
2022-05-28 05:30:00,967
2022-05-28 05:31:00,1076
2022-05-28 05:32:00,1069
2022-05-28 05:33:00,1145
2022-05-28 05:34:00,1162
2022-05-28 05:35:00,1142
2022-05-28 05:36:00,1135
2022-05-28 05:37:00,1192
2022-05-28 05:38:00,1319
2022-05-28 05:39:00,1308
2022-05-28 05:40:00,1273
2022-05-28 05:41:00,1342
2022-05-28 05:42:00,1359
2022-05-28 05:43:00,1392
2022-05-28 05:44:00,1412
2022-05-28 05:45:00,1398
2022-05-28 05:46:00,1381
2022-05-28 05:47:00,1294
2022-05-28 05:48:00,1310
2022-05-28 05:49:00,1198
2022-05-28 05:50:00,1218
2022-05-28 05:51:00,1316
2022-05-28 05:52:00,1309
2022-05-28 05:53:00,1340
2022-05-28 05:54:00,1578
2022-05-28 05:55:00,1630
2022-05-28 05:56:00,1587
2022-05-28 05:57:00,1541
2022-05-28 05:58:00,1531
2022-05-28 05:59:00,1432
2022-05-28 06:00:00,1419
2022-05-28 06:01:00,1492
2022-05-28 06:02:00,1478
2022-05-28 06:03:00,1457
2022-05-28 06:04:00,1354
2022-05-28 06:05:00,1246
2022-05-28 06:06:00,1262
2022-05-28 06:07:00,1185
2022-05-28 06:08:00,1011
2022-05-28 06:09:00,908
2022-05-28 06:10:00,866
2022-05-28 06:11:00,871
2022-05-28 06:12:00,840
2022-05-28 06:13:00,712
2022-05-28 06:14:00,722
2022-05-28 06:15:00,726
2022-05-28 06:16:00,677
2022-05-28 06:17:00,660
2022-05-28 06:18:00,647
2022-05-28 06:19:00,670
2022-05-28 06:20:00,691
2022-05-28 06:21:00,698
2022-05-28 06:22:00,666
2022-05-28 06:23:00,627
2022-05-28 06:24:00,627
2022-05-28 06:25:00,646
2022-05-28 06:26:00,639
2022-05-28 06:27:00,653
2022-05-28 06:28:00,718
2022-05-28 06:29:00,773
2022-05-28 06:30:00,787
2022-05-28 06:31:00,805
2022-05-28 06:32:00,821
2022-05-28 06:33:00,828
2022-05-28 06:34:00,816
2022-05-28 06:35:00,813
2022-05-28 06:36:00,790
2022-05-28 06:37:00,763
2022-05-28 06:38:00,757
2022-05-28 06:39:00,761
2022-05-28 06:40:00,744
2022-05-28 06:41:00,725
2022-05-28 06:42:00,734
2022-05-28 06:43:00,707
2022-05-28 06:44:00,670
2022-05-28 06:45:00,659
2022-05-28 06:46:00,669
2022-05-28 06:47:00,701
2022-05-28 06:48:00,715
2022-05-28 06:49:00,704
2022-05-28 06:50:00,701
2022-05-28 06:51:00,767
2022-05-28 06:52:00,778
2022-05-28 06:53:00,743
2022-05-28 06:54:00,712
2022-05-28 06:55:00,660
2022-05-28 06:56:00,628
2022-05-28 06:57:00,616
2022-05-28 06:58:00,608
2022-05-28 06:59:00,626
2022-05-28 07:00:00,601
2022-05-28 07:01:00,613
2022-05-28 07:02:00,603
2022-05-28 07:03:00,570
2022-05-28 07:04:00,560
2022-05-28 07:05:00,586
2022-05-28 07:06:00,610
2022-05-28 07:07:00,624
2022-05-28 07:08:00,631
2022-05-28 07:09:00,619
2022-05-28 07:10:00,646
2022-05-28 07:11:00,605
2022-05-28 07:12:00,555
2022-05-28 07:13:00,565
2022-05-28 07:14:00,583
2022-05-28 07:15:00,580
2022-05-28 07:16:00,554
2022-05-28 07:17:00,514
2022-05-28 07:18:00,514
2022-05-28 07:19:00,519
2022-05-28 07:20:00,545
2022-05-28 07:21:00,557
2022-05-28 07:22:00,553
2022-05-28 07:23:00,517
2022-05-28 07:24:00,541
2022-05-28 07:25:00,566
2022-05-28 07:26:00,589
2022-05-28 07:27:00,563
2022-05-28 07:28:00,526
2022-05-28 07:29:00,491
2022-05-28 07:30:00,540
2022-05-28 07:31:00,494
2022-05-28 07:32:00,468
2022-05-28 07:33:00,458
2022-05-28 07:34:00,456
2022-05-28 07:35:00,444
2022-05-28 07:36:00,455
2022-05-28 07:37:00,443
2022-05-28 07:38:00,458
2022-05-28 07:39:00,454
2022-05-28 07:40:00,432
2022-05-28 07:41:00,411
2022-05-28 07:42:00,392
2022-05-28 07:43:00,359
2022-05-28 07:44:00,356
2022-05-28 07:45:00,339
2022-05-28 07:46:00,333
2022-05-28 07:47:00,313
2022-05-28 07:48:00,310
2022-05-28 07:49:00,304
2022-05-28 07:50:00,300
2022-05-28 07:51:00,295
2022-05-28 07:52:00,288
2022-05-28 07:53:00,282
2022-05-28 07:54:00,296
2022-05-28 07:55:00,287
2022-05-28 07:56:00,272
2022-05-28 07:57:00,245
2022-05-28 07:58:00,265
2022-05-28 07:59:00,266
2022-05-28 08:00:00,285
2022-05-28 08:01:00,280
2022-05-28 08:02:00,309
2022-05-28 08:03:00,269
2022-05-28 08:04:00,268
2022-05-28 08:05:00,284
2022-05-28 08:06:00,249
2022-05-28 08:07:00,246
2022-05-28 08:08:00,248
2022-05-28 08:09:00,269
2022-05-28 08:10:00,265
2022-05-28 08:11:00,274
2022-05-28 08:12:00,297
2022-05-28 08:13:00,320
2022-05-28 08:14:00,366
2022-05-28 08:15:00,368
2022-05-28 08:16:00,358
2022-05-28 08:17:00,329
2022-05-28 08:18:00,316
2022-05-28 08:19:00,322
2022-05-28 08:20:00,324
2022-05-28 08:21:00,331
2022-05-28 08:22:00,314
2022-05-28 08:23:00,313
2022-05-28 08:24:00,311
2022-05-28 08:25:00,308
2022-05-28 08:26:00,322
2022-05-28 08:27:00,335
2022-05-28 08:28:00,342
2022-05-28 08:29:00,367
2022-05-28 08:30:00,378
2022-05-28 08:31:00,393
2022-05-28 08:32:00,396
2022-05-28 08:33:00,400
2022-05-28 08:34:00,400
2022-05-28 08:35:00,394
2022-05-28 08:36:00,387
2022-05-28 08:37:00,388
2022-05-28 08:38:00,393
2022-05-28 08:39:00,405
2022-05-28 08:40:00,398
2022-05-28 08:41:00,395
2022-05-28 08:42:00,399
2022-05-28 08:43:00,411
2022-05-28 08:44:00,424
2022-05-28 08:45:00,422
2022-05-28 08:46:00,430
2022-05-28 08:47:00,437
2022-05-28 08:48:00,458
2022-05-28 08:49:00,478
2022-05-28 08:50:00,479
2022-05-28 08:51:00,464
2022-05-28 08:52:00,452
2022-05-28 08:53:00,447
2022-05-28 08:54:00,439
2022-05-28 08:55:00,440
2022-05-28 08:56:00,471
2022-05-28 08:57:00,494
2022-05-28 08:58:00,504
2022-05-28 08:59:00,415
2022-05-28 09:00:00,420
2022-05-28 09:01:00,546
2022-05-28 09:02:00,525
2022-05-28 09:03:00,581
2022-05-28 09:04:00,629
2022-05-28 09:05:00,640
2022-05-28 09:06:00,617
2022-05-28 09:07:00,595
2022-05-28 09:08:00,597
2022-05-28 09:09:00,636
2022-05-28 09:10:00,693
2022-05-28 09:11:00,734
2022-05-28 09:12:00,721
2022-05-28 09:13:00,678
2022-05-28 09:14:00,623
2022-05-28 09:15:00,605
2022-05-28 09:16:00,600
2022-05-28 09:17:00,590
2022-05-28 09:18:00,562
2022-05-28 09:19:00,632
2022-05-28 09:20:00,532
2022-05-28 09:21:00,487
2022-05-28 09:22:00,503
2022-05-28 09:23:00,561
2022-05-28 09:24:00,607
2022-05-28 09:25:00,618
2022-05-28 09:26:00,567
2022-05-28 09:27:00,563
2022-05-28 09:28:00,522
2022-05-28 09:29:00,647
2022-05-28 09:30:00,620
2022-05-28 09:31:00,595
2022-05-28 09:32:00,579
2022-05-28 09:33:00,555
2022-05-28 09:34:00,533
2022-05-28 09:35:00,512
2022-05-28 09:36:00,478
2022-05-28 09:37:00,428
2022-05-28 09:38:00,392
2022-05-28 09:39:00,391
2022-05-28 09:40:00,408
2022-05-28 09:41:00,425
2022-05-28 09:42:00,426
2022-05-28 09:43:00,410
2022-05-28 09:44:00,388
2022-05-28 09:45:00,362
2022-05-28 09:46:00,341
2022-05-28 09:47:00,317
2022-05-28 09:48:00,325
2022-05-28 09:49:00,331
2022-05-28 09:50:00,345
2022-05-28 09:51:00,396
2022-05-28 09:52:00,486
2022-05-28 09:53:00,490
2022-05-28 09:54:00,543
2022-05-28 09:55:00,567
2022-05-28 09:56:00,657
2022-05-28 09:57:00,686
2022-05-28 09:58:00,694
2022-05-28 09:59:00,703
2022-05-28 10:00:00,654
2022-05-28 10:01:00,522
2022-05-28 10:02:00,526
2022-05-28 10:03:00,424
2022-05-28 10:04:00,410
2022-05-28 10:05:00,405
2022-05-28 10:06:00,433
2022-05-28 10:07:00,440
2022-05-28 10:08:00,467
2022-05-28 10:09:00,494
2022-05-28 10:10:00,496
2022-05-28 10:11:00,500
2022-05-28 10:12:00,488
2022-05-28 10:13:00,502
2022-05-28 10:14:00,522
2022-05-28 10:15:00,535
2022-05-28 10:16:00,558
2022-05-28 10:17:00,605
2022-05-28 10:18:00,628
2022-05-28 10:19:00,624
2022-05-28 10:20:00,616
2022-05-28 10:21:00,616
2022-05-28 10:22:00,636
2022-05-28 10:23:00,644
2022-05-28 10:24:00,653
2022-05-28 10:25:00,670
2022-05-28 10:26:00,673
2022-05-28 10:27:00,672
2022-05-28 10:28:00,661
2022-05-28 10:29:00,652
2022-05-28 10:30:00,661
2022-05-28 10:31:00,673
2022-05-28 10:32:00,666
2022-05-28 10:33:00,654
2022-05-28 10:34:00,658
2022-05-28 10:35:00,645
2022-05-28 10:36:00,625
2022-05-28 10:37:00,632
2022-05-28 10:38:00,636
2022-05-28 10:39:00,631
2022-05-28 10:40:00,625
2022-05-28 10:41:00,619
2022-05-28 10:42:00,591
2022-05-28 10:43:00,587
2022-05-28 10:44:00,578
2022-05-28 10:45:00,564
2022-05-28 10:46:00,546
2022-05-28 10:47:00,525
2022-05-28 10:48:00,484
2022-05-28 10:49:00,463
2022-05-28 10:50:00,461
2022-05-28 10:51:00,438
2022-05-28 10:52:00,453
2022-05-28 10:53:00,477
2022-05-28 10:54:00,489
2022-05-28 10:55:00,483
2022-05-28 10:56:00,464
2022-05-28 10:57:00,458
2022-05-28 10:58:00,458
2022-05-28 10:59:00,479
2022-05-28 11:00:00,482
2022-05-28 11:01:00,496
2022-05-28 11:02:00,519
2022-05-28 11:03:00,558
2022-05-28 11:04:00,560
2022-05-28 11:05:00,568
2022-05-28 11:06:00,604
2022-05-28 11:07:00,576
2022-05-28 11:08:00,564
2022-05-28 11:09:00,538
2022-05-28 11:10:00,501
2022-05-28 11:11:00,482
2022-05-28 11:12:00,479
2022-05-28 11:13:00,473
2022-05-28 11:14:00,458
2022-05-28 11:15:00,461
2022-05-28 11:16:00,465
2022-05-28 11:17:00,459
2022-05-28 11:18:00,439
2022-05-28 11:19:00,431
2022-05-28 11:20:00,451
2022-05-28 11:21:00,455
2022-05-28 11:22:00,424
2022-05-28 11:23:00,418
2022-05-28 11:24:00,394
2022-05-28 11:25:00,391
2022-05-28 11:26:00,342
2022-05-28 11:27:00,353
2022-05-28 11:28:00,375
2022-05-28 11:29:00,341
2022-05-28 11:30:00,325
2022-05-28 11:31:00,320
2022-05-28 11:32:00,310
2022-05-28 11:33:00,306
2022-05-28 11:34:00,338
2022-05-28 11:35:00,323
2022-05-28 11:36:00,321
2022-05-28 11:37:00,318
2022-05-28 11:38:00,320
2022-05-28 11:39:00,333
2022-05-28 11:40:00,335
2022-05-28 11:41:00,342
2022-05-28 11:42:00,349
2022-05-28 11:43:00,349
2022-05-28 11:44:00,348
2022-05-28 11:45:00,337
2022-05-28 11:46:00,304
2022-05-28 11:47:00,310
2022-05-28 11:48:00,357
2022-05-28 11:49:00,339
2022-05-28 11:50:00,355
2022-05-28 11:51:00,339
2022-05-28 11:52:00,326
2022-05-28 11:53:00,318
2022-05-28 11:54:00,327
2022-05-28 11:55:00,330
2022-05-28 11:56:00,305
2022-05-28 11:57:00,297
2022-05-28 11:58:00,284
2022-05-28 11:59:00,279
